1       8
658.72      671.57       9
681.04      694.67       5
715.03      718.77       4
732.21      746.18       3
786.91      799.99       4
871.68      878.81       6
885.14      889.19       8
954.34      966.81       9
1016.31      1029.69       1
1069.53      1081.21       7
1172.37      1186.62       9
1195.38      1210.29       5
1215.78      1219.78       4
1287.68      1297.41       1
529       1
405.59      415.26       2
509.71      514.34       3
519.88      524.31       2
541.73      551.13       7
559.21      563.55       8
630.83      642.11       1
702.44      711.94       2
784.88      792.11       4
810.31      821.95      10
864.54      868.02       8
929.16      940.73       1
530       7
361.38      376.52       9
422.20      426.95      10
478.93      485.42       3
518.39      533.62       9
552.82      567.18       3
594.72      603.20       5
618.94      626.80       1
666.44      675.06       5
734.19      746.65       2
835.84      848.16       5
937.05      947.22       8
955.23      959.73       4
978.08      984.98       6
1038.90      1044.14       9
1127.12      1130.31       2
1150.35      1161.28       1
1253.12      1264.59       7
531       1
404.35      418.29       3
509.73      518.77       5
614.66      630.87       9
701.26      706.24       6
786.60      797.32       5
865.07      879.79       2
885.36      888.88       9
980.70      994.92       5
1053.36      1065.97       7
1125.50      1129.83       8
1143.57      1154.90       5
532       5
445.02      457.27       7
556.59      567.75       5
577.44      589.79       2
663.19      673.55      10
711.73      725.11       7
740.09      750.22       2
847.46      859.57       6
913.65      917.71       8
951.34      963.29       9
1062.80      1068.07       6
1103.86      1109.03       9
533       8
391.72      403.75       9
499.30      512.11       7
604.89      619.81       3
658.31      667.34       5
763.57      767.41       4
843.11      847.50       5
916.73      920.47       4
947.48      954.37       6
1014.69      1023.47       1
1121.70      1135.69       3
1228.07      1232.47       2
1283.97      1293.28       8
1335.64      1339.70       4
534       4
468.99      475.24       6
482.10      488.66       7
555.81      567.27       1
585.27      593.13       5
623.79      638.13      10
653.21      665.58       7
733.51      743.98       1
793.74      803.38       2
535       7
368.00      373.82       6
398.43      409.28       5
454.57      458.69       4
547.78      560.74       7
623.46      638.09       3
660.81      668.56      10
680.53      693.51       6
742.14      747.83       3
536       9
466.11      480.01       5
513.79      523.22       6
541.76      555.47      10
645.41      659.34       5
716.91      727.16       8
771.71      783.23       1
877.66      888.21       2
944.42      959.24       5
1034.57      1046.70       8
1084.70      1089.11       6
1140.81      1145.79       9
1228.17      1239.93       8
1303.73      1315.83       5
1337.47      1352.35       2
1399.71      1412.24       5
537       6
396.62      408.96      10
442.88      450.49       1
529.05      540.58       7
549.55      553.70       8
602.29      615.21       9
650.69      663.82       8
715.52      724.04       2
783.38      790.75       4
826.35      830.77       5
853.89      868.04       2
899.00      908.95       1
920.46      932.03       4
949.98      956.47       9
1033.26      1046.70       3
1118.33      1132.46       4
1138.66      1145.91       6
1245.04      1251.87       4
1296.02      1299.83       5
538       4
402.03      406.42       8
485.83      489.79       4
497.58      501.40       5
535.69      550.69       9
565.85      571.12       6
595.36      600.88       9
653.42      666.56       7
714.57      726.25       1
785.15      793.12       5
856.89      861.27       4
901.50      905.36       5
916.64      926.16       6
539       5
371.86      384.52       7
452.46      456.66       8
496.69      509.51       9
552.17      565.37       1
586.43      596.70       7
692.34      697.13       8
733.94      746.63       9
759.57      773.95       3
837.23      842.58       6
892.83      903.70       5
970.90      985.47       2
540       7
415.29      419.59       8
504.81      508.80       3
562.56      566.75       8
622.40      625.96      10
695.89      703.16       3
720.53      726.51       6
749.14      753.83       8
819.78      823.81       4
911.06      918.26       9
961.44      974.87       8
541       1
396.83      412.24       3
501.70      516.88       7
550.41      556.38       6
564.85      568.93       8
591.21      599.99       2
652.16      657.04       3
734.75      749.41       9
809.61      813.70      10
912.54      920.78       1
992.25      1001.17       6
1019.04      1029.75       5
542       3
371.45      384.38       4
471.11      477.30       2
513.89      524.08       1
614.41      624.95       8
683.47      687.33      10
757.50      769.44       2
543       8
467.48      471.29       3
483.17      487.63       2
574.34      585.70      10
671.93      676.04       9
741.15      756.95       5
840.99      852.36       8
949.74      960.19       5
996.24      1000.06       4
1048.00      1052.01       5
544       8
412.04      425.35       9
513.93      526.10       8
625.15      637.76       9
732.60      745.56       1
779.72      792.92       9
862.84      870.05       4
930.79      945.01       3
1038.38      1043.67       2
1058.83      1069.00      10
1086.75      1098.69       2
1159.22      1164.27       3
1172.55      1177.53       2
1184.87      1197.58       6
1278.62      1289.65       5
1389.51      1399.53       6
545       1
471.33      484.74       9
533.00      545.04       8
572.88      577.15       7
598.71      613.36       3
658.31      673.48       1
765.73      780.28       3
799.36      811.45       4
895.32      902.51       9
992.87      1000.05       4
1084.93      1097.19       7
1161.22      1165.58       8
1188.26      1191.60      10
1241.92      1248.81       3
546      10
373.33      384.71       4
478.72      482.83       5
517.01      521.39       4
544.14      548.55       5
561.69      575.37      10
659.75      663.98       9
689.66      694.08      10
722.98      729.54       3
744.25      748.36       8
789.98      802.40       9
845.09      858.16       7
923.49      934.79       5
973.73      983.53       6
547       7
383.65      388.41       8
484.68      488.47      10
509.81      520.15       2
569.81      574.93       3
599.13      605.13       6
634.30      649.17      10
697.57      709.62       4
803.84      814.56      10
896.02      903.14       3
940.84      955.40       9
969.79      977.01       4
548       5
423.37      436.27      10
507.78      512.57       9
564.54      567.94       2
640.97      650.83       1
711.94      722.29       2
804.02      811.45       4
848.24      851.97       5
895.49      907.06       8
922.63      926.90       6
974.97      987.66      10
1042.11      1053.48       4
1076.70      1080.76       5
549       3
422.56      435.10       7
496.38      506.78       1
605.35      615.62       2
624.86      631.45       4
647.15      651.16       5
682.19      692.89       8
714.68      726.73       1
744.47      754.96       8
818.67      831.89       9
890.30      896.08       6
550       6
401.62      412.11       5
446.97      460.08       2
479.88      491.55      10
556.34      569.31       7
647.59      659.70       5
741.40      753.47       8
791.76      804.81       9
825.79      840.22       5
908.72      918.89       8
941.70      954.29       9
985.36      998.01       8
551       3
419.34      434.00       9
492.97      505.87       3
579.52      584.53       6
648.26      653.28       3
689.57      704.09       1
762.10      777.66       3
864.15      873.94       5
948.34      958.00       3
1017.89      1032.54       1
1091.16      1099.78       5
1165.17      1173.61       3
1270.44      1275.14       2
1345.01      1348.66       9
1391.46      1402.88       1
552       7
378.98      391.87       4
479.63      483.48       5
505.13      517.46       7
540.60      550.73       1
621.93      632.95       4
650.66      662.35       7
746.32      760.01       9
806.78      822.13       5
837.64      852.36       9
553       4
427.81      432.10       5
437.37      441.28       4
461.59      468.21       9
559.09      572.04       7
650.30      663.52       4
702.77      712.67       1
757.36      766.82       2
853.71      856.89       9
895.49      899.94      10
959.09      972.23       6
1015.60      1029.77      10
1085.79      1094.49       1
1131.79      1143.23       2
1241.56      1246.64       3
1289.38      1293.37       8
1314.00      1318.59       6
1409.77      1422.36      10
554       6
362.56      373.86       5
402.32      410.68       1
466.50      477.71       9
490.03      503.84       3
559.47      573.57       1
596.97      608.87       9
627.78      634.12       4
685.04      691.35       2
731.80      744.17       6
831.04      837.94       4
896.09      909.90       3
939.90      945.14       2
990.70      995.16       3
1041.23      1045.47       8
1073.94      1082.02       2
1120.53      1131.01       7
555       2
445.48      455.64       1
534.41      544.63       2
598.88      611.95       6
624.30      631.62       4
674.44      680.71       6
752.06      756.54       8
839.76      847.72       2
906.49      917.83       1
963.15      971.42      10
1034.52      1049.32       7
1139.44      1153.18       3
1172.22      1179.18      10
1217.09      1230.32       7
556       5
396.68      407.56       6
500.97      513.23       2
539.77      551.33       6
651.10      662.54       2
673.13      678.25       3
724.03      729.85       6
824.30      836.61       2
883.82      897.17       5
557       2
471.87      482.59       1
575.93      591.26       3
656.95      662.50       6
739.64      748.89       1
765.07      777.75       9
868.47      875.87       4
892.70      904.08      10
937.25      940.85       8
1000.40      1009.82       2
1049.58      1061.11      10
558       7
427.35      438.46       5
494.45      507.41       7
569.75      574.50       8
663.60      675.72       5
741.59      755.32       9
778.14      785.21       4
802.18      815.12       3
885.55      899.25       4
910.27      914.38       5
950.44      957.86       1
1032.56      1046.14       9
1113.57      1125.58       1
1198.88      1209.81       2
1259.57      1263.35       9
559       8
416.62      428.58       5
440.99      452.26       8
457.52      461.82       7
524.92      535.24       2
588.75      592.32       9
629.82      637.31       4
681.91      692.98       1
788.54      799.36       8
888.56      892.37      10
968.90      973.11       9
1009.51      1013.56      10
1095.14      1106.55       2
1135.25      1145.63      10
1160.22      1168.83       1
1220.70      1232.48       9
1296.53      1302.00       6
1360.15      1365.77       9
560       8
453.40      457.72       3
541.33      548.28      10
570.84      582.64       4
663.34      674.36       7
760.66      773.61       5
872.59      880.50       1
961.80      972.93       2
1045.48      1054.72       8
1152.35      1165.39       9
1230.02      1243.83       5
561       5
463.98      471.47       1
496.13      506.24       7
567.61      578.15       1
596.76      605.66      10
697.74      704.72       3
742.86      757.82       7
820.53      833.17      10
907.31      919.84       7
947.65      961.44       3
1039.84      1052.87       4
1075.70      1087.43       7
1120.42      1124.69       8
1216.21      1220.51       4
1292.61      1299.12       9
1390.61      1403.10       1
562       8
362.89      374.02       1
464.17      477.91       3
522.43      527.25       2
582.48      587.23       3
672.40      686.46       7
563      10
404.17      408.13       8
498.03      511.12       9
597.30      612.99       5
649.50      659.60       6
667.74      678.73       5
772.73      783.84       7
851.32      860.97       2
937.96      944.48       4
564       9
390.09      402.94       1
444.32      459.45       3
555.70      560.63       2
627.23      630.68       9
702.98      718.26       3
786.04      790.97       6
833.59      839.16       3
565       2
383.21      388.09       3
420.05      427.51      10
525.77      540.33       6
552.63      562.02       1
579.57      587.37       5
651.96      666.19      10
708.62      716.01       1
789.34      797.70       5
847.71      855.48       1
867.22      876.97       6
888.27      897.70       1
936.70      947.75       8
991.26      994.72      10
1028.60      1042.99       7
1115.90      1131.12       3
1211.04      1224.17       4
1231.55      1235.78       8
1309.05      1313.03      10
1355.90      1363.58       3
566       3
412.72      417.88       6
512.98      518.76       9
595.83      602.69       4
673.54      680.12       6
740.48      744.89       8
829.02      832.57      10
915.82      922.69       3
1003.95      1017.04       9
1084.16      1089.03      10
1185.96      1193.14       3
1236.73      1250.29       1
567       8
405.83      417.55       9
471.98      477.40       6
511.79      517.33       7
576.35      580.95       8
617.92      626.92       2
655.29      664.13       8
727.56      731.58       7
800.10      804.40       8
893.17      902.04       2
919.14      922.83       9
1000.50      1013.37       3
1051.56      1066.95       1
568       2
383.15      386.70       9
414.82      419.17      10
517.32      528.61       4
605.71      610.13       5
705.95      720.65       9
745.31      756.96       8
775.69      780.53       7
846.77      859.30       4
908.83      923.38       3
991.32      999.47       5
1032.16      1040.45       1
1095.29      1108.56       3
1193.96      1198.71       2
569       4
434.58      438.89       5
456.36      472.53       9
545.35      550.05      10
644.97      648.60       8
662.28      670.61       2
745.24      750.23       3
820.38      833.27       1
925.54      935.79       4
979.81      987.06       9
1065.94      1070.48      10
1160.26      1171.65       2
1236.52      1247.45       1
1267.37      1277.21       6
1301.85      1306.94       9
1328.34      1335.45       4
1350.50      1354.67       5
570       2
374.67      386.58      10
476.25      489.86       7
565.56      575.74       1
604.33      615.51       7
715.28      721.50       6
788.12      799.56       2
827.07      834.37       4
848.48      855.45       6
866.92      872.29       3
892.36      896.76       8
969.60      973.16      10
1008.77      1013.03       9
1019.03      1034.26       3
1076.05      1090.49       1
1125.08      1137.32       8
1217.09      1226.13       2
1302.48      1312.05       7
571       1
417.91      428.18       2
482.50      488.77       4
577.92      588.14      10
677.18      690.26       7
735.97      749.26       3
835.62      841.31       6
846.50      853.71       4
927.15      933.91       2
572      10
391.85      405.61       7
495.56      506.64       4
535.70      550.17       3
642.44      655.87       4
665.56      677.08      10
711.35      721.66       4
768.69      778.79       1
848.03      857.76       4
573       4
369.35      376.06       2
398.18      413.15       5
470.79      485.12       2
572.17      584.67       6
619.65      627.86       1
638.54      649.95       8
683.80      688.24       7
723.57      728.35       8
819.41      823.40       4
909.87      913.60       5
922.07      931.42       6
1007.08      1012.18       3
574       2
418.03      429.96       6
457.48      469.63       2
498.90      508.52       1
580.57      592.90       8
668.98      673.28       7
771.64      781.65       2
820.50      834.07       6
889.37      893.80       8
944.83      955.27       5
987.85      997.01       3
1092.94      1105.78       9
1203.02      1207.37      10
1220.59      1231.73       2
575       6
361.30      368.46       4
385.39      389.13       5
454.28      467.85       2
525.45      530.46       3
608.49      621.53       7
712.77      724.85       5
792.51      802.47       6
867.05      876.77       1
576       1
379.70      390.28       4
435.30      442.46       9
504.07      509.82       6
528.63      535.17       7
547.68      562.89       9
662.79      675.75       3
698.70      712.35       9
782.29      787.72       6
816.59      821.83       3
853.07      867.82       9
938.94      944.40       6
1012.98      1020.23       4
1081.99      1094.89       7
1187.14      1202.15       9
1291.81      1298.25       4
1327.14      1331.09       5
1390.30      1398.64       1
577       8
471.61      476.28       7
488.76      501.74       9
529.42      541.28       8
589.41      597.23       2
632.66      637.16       3
648.05      657.59       5
694.81      705.18       6
784.15      798.24      10
887.67      901.58       5
981.04      992.13       6
1028.17      1033.72       7
1046.53      1051.15       8
1079.80      1090.72       5
1095.98      1105.42       6
1136.43      1149.58      10
578       5
456.79      467.93       7
540.62      554.45      10
617.35      620.78       8
666.93      671.17       3
683.52      696.79       9
740.71      752.52       1
815.84      824.23      10
841.50      855.11       6
871.04      881.61       5
902.54      914.25       7
1010.88      1015.51       8
1027.94      1032.14       7
1077.40      1091.34      10
1182.08      1188.90       3
1243.92      1249.06       2
1327.97      1332.40       3
1371.41      1385.64       4
579       6
438.67      444.87       7
534.07      544.02       2
549.63      552.88       9
601.43      604.64       2
633.26      638.09       3
657.29      662.62       2
682.70      696.21       6
754.68      760.70       7
854.55      869.37       9
952.40      958.16       6
974.37      986.22       2
1074.17      1079.12       3
1140.20      1145.40       2
580       1
427.44      436.96       6
443.48      450.08       7
479.32      491.03       4
588.53      594.85       2
684.21      692.49       8
706.24      710.13       4
730.61      742.13       7
760.60      774.19      10
855.49      869.02       5
581       5
467.92      479.28       7
575.40      579.96       8
611.85      615.48       3
686.95      701.51       9
726.28      742.42       5
827.82      837.30       6
921.98      936.24      10
986.14      990.11       8
1070.95      1078.85       2
1138.59      1148.35       1
1245.67      1254.43      10
1344.91      1356.83       4
1364.25      1371.36       2
1389.97      1393.26       9
582       2
398.16      410.32       6
498.13      503.51       9
573.64      578.00      10
641.68      649.23       3
736.01      741.74       6
806.63      810.60       8
832.97      837.65       6
902.05      915.01      10
1009.65      1020.60       2
1089.30      1101.31       6
1195.02      1204.60       5
1303.54      1316.16       2
583       6
423.05      428.52       3
468.41      482.89       9
528.37      533.43       6
558.68      569.87       5
631.07      639.00       1
737.90      749.67       8
824.76      836.52       1
903.52      915.91       8
993.97      997.78      10
1029.93      1040.51       4
584       1
450.74      462.31       4
539.65      546.42       2
602.59      607.13       3
645.46      654.99       5
722.40      737.07      10
805.39      809.91       9
839.41      852.71       1
900.33      911.43       2
1003.73      1012.89       8
1050.89      1054.99       3
1075.42      1088.18       4
1156.53      1161.20       8
1212.28      1221.07       2
585      10
410.31      423.93       6
439.87      449.20       1
533.48      545.47       8
622.38      635.73       9
724.44      729.13      10
764.60      778.26       6
586       4
378.45      391.28       7
398.93      413.87      10
486.11      498.03       4
513.61      517.51       5
592.89      606.95       2
661.21      674.45       5
750.85      755.24       4
839.14      843.17       5
926.48      935.70       3
958.78      964.25       6
1052.15      1057.68       9
1071.58      1086.20       5
1134.02      1137.81       4
587      10
440.36      450.56       2
488.42      499.40       1
590.37      600.63       4
642.45      649.71       9
739.05      752.84       5
776.18      790.42       2
870.83      883.53       6
977.76      991.32      10
1083.55      1096.66       6
1173.24      1179.65       7
1250.78      1263.57       3
1272.23      1284.69       4
1358.97      1371.57       3
1389.93      1403.75       7
588       3
416.00      420.90       2
432.27      436.88       3
526.94      540.58       1
565.74      575.43       6
652.42      656.49       8
705.85      715.25       2
724.89      739.11       5
829.78      846.06       9
943.25      956.72       1
589       9
380.12      395.95       5
410.70      420.74       6
490.80      495.81       9
568.13      571.77       2
585.06      597.86       5
652.86      665.50       2
748.48      758.27       7
820.49      832.58       5
916.28      919.93       4
960.31      964.76       5
1033.29      1041.95       3
1132.09      1146.29       7
1155.13      1161.03       6
1208.70      1215.24       4
590       9
428.19      432.42      10
495.71      499.64       8
505.77      509.64       4
549.43      556.78       9
634.31      646.89       1
591       5
406.63      418.16       7
454.43      458.94       8
537.89      551.76       9
624.00      639.34       5
694.70      702.49       1
733.38      740.96       5
818.02      826.01       1
907.32      918.08       7
928.83      933.38       8
949.59      953.57       4
1020.11      1023.79       5
1064.68      1077.91       2
1148.01      1153.06       3
1227.26      1241.08       4
1319.18      1333.20       3
1358.11      1367.07       5
592       5
406.36      421.92       9
479.20      486.61       4
503.72      507.45       5
546.28      557.44       8
577.23      581.51       3
593       9
405.77      418.10       8
469.70      474.33       4
572.36      583.52       7
619.94      634.23       3
715.32      720.49       6
765.65      780.22      10
785.60      799.81       5
829.55      840.34       6
921.41      927.17       9
967.63      979.06       8
1067.30      1071.00      10
1111.61      1115.30       8
1180.07      1191.51       5
1247.80      1258.74       6
1266.27      1277.20       5
1341.95      1353.04       6
594       4
380.55      384.54       8
425.41      429.65       7
439.22      454.05       3
532.55      537.10       2
557.38      564.52       4
591.62      602.98       7
626.32      639.81       5
681.37      691.31       6
759.18      764.38       9
839.97      854.79       5
884.54      895.72       7
595       8
370.03      374.83       7
382.39      386.83       8
428.32      437.02       2
452.01      458.69       4
486.57      498.94       7
509.00      522.45      10
564.65      579.48       7
609.08      619.41       2
596       4
440.60      444.91       8
527.66      540.95       9
573.28      579.00       6
591.51      597.57       7
666.18      670.54       8
743.25      755.24       9
852.31      859.67       4
888.09      894.64       6
905.66      912.11       7
960.33      970.59       1
978.13      987.74       6
1037.96      1043.88       3
1129.71      1136.71      10
1149.98      1160.92       2
1242.16      1252.59       7
1327.64      1340.31       4
597       7
368.75      372.75       8
420.25      433.89       9
452.13      459.06       4
543.38      547.43       5
555.75      559.51       4
581.27      585.92       8
630.61      642.49       5
598       7
418.14      423.61       6
497.85      503.75       7
553.30      565.17       1
621.43      631.87       4
714.21      720.67       6
812.19      822.35       5
867.60      875.46       1
599       7
431.10      442.13       1
493.34      507.50       3
595.45      601.23       6
657.35      669.28       2
678.66      692.38       6
708.33      719.76       2
802.23      815.74       5
899.89      908.15       3
962.51      968.03       6
1008.30      1014.90       7
1103.39      1107.53       8
1189.28      1198.54       2
1226.52      1231.20       3
1330.53      1343.43       4
1368.28      1378.40       1
600       3
391.16      406.53       1
439.63      449.37       2
517.57      527.36       1
538.45      549.19       8
569.80      573.46       3
624.36      638.84       4
706.57      717.92      10
764.63      768.27       8
601       8
390.63      402.85       9
414.77      429.61       5
456.24      464.82       3
485.18      498.77       4
504.51      508.66       5
541.80      551.95       6
616.45      627.98       2
602      10
451.07      455.72       9
554.48      566.27       8
615.17      628.47       9
681.73      693.46       1
701.96      712.07       2
603       3
365.89      371.72       6
428.42      434.46       7
474.99      488.81      10
574.05      578.79       9
650.57      656.79       4
749.69      756.15       6
815.47      820.91       9
905.50      919.52       3
989.72      994.53       2
604       9
455.34      458.63       2
525.39      536.29       7
603.95      617.24       5
693.40      705.86      10
735.02      742.26       3
605       4
412.59      424.70       3
495.34      507.97       7
594.61      605.81       5
686.14      690.25       4
756.73      760.91       5
775.99      789.63       9
798.66      813.36       3
840.13      852.81       7
939.31      952.23       3
1011.54      1024.06       4
1065.36      1069.21       5
1123.51      1131.27       1
606       7
447.40      458.74       5
492.87      508.87       9
513.90      520.75       4
603.89      617.97       3
638.05      643.49       6
607       1
394.62      406.31       7
424.75      438.64       9
461.34      474.08       8
492.67      501.01       2
557.30      567.00       1
653.44      663.64       2
730.87      743.04       6
759.30      766.61       4
860.01      864.46       5
902.42      912.14       3
943.35      957.22       9
608       1
428.82      439.22       4
447.58      454.76       9
488.09      501.81       3
525.10      537.70       7
595.44      601.61       6
637.58      643.47       7
737.12      748.27       1
830.23      838.58       5
921.34      931.90       8
964.83      969.43       4
1034.50      1047.20       7
1063.01      1074.31       5
1172.50      1176.66       4
1227.16      1237.24       1
1251.13      1265.20       3
1354.98      1368.88       1
609       8
400.36      410.67       5
433.57      441.88       3
491.42      499.62       5
588.68      600.64       8
633.85      638.67       7
731.96      736.06       8
754.82      758.84      10
774.06      782.04       1
849.28      861.02       8
943.48      948.00       6
989.56      998.96       5
1089.09      1102.26       7
1195.37      1207.91      10
1297.79      1301.84       8
1337.71      1346.22       2
1371.75      1380.79       8
1402.88      1407.07       7
610       3
444.15      456.42       4
507.71      514.38       9
607.85      612.66       6
702.97      709.28       7
771.09      784.55      10
814.18      829.00       7
920.69      930.36       2
1006.55      1014.97       8
1113.12      1117.29       6
1189.54      1197.83       1
1233.93      1245.45       9
1330.57      1335.43       6
1364.93      1369.11       8
611       3
402.12      414.55       4
501.00      512.56      10
562.04      569.84       3
663.11      676.75       9
701.24      705.93      10
765.01      777.03       2
836.26      841.14       3
930.13      935.73       6
998.74      1003.44       8
1091.65      1095.16      10
1137.82      1142.48       9
1181.39      1197.30       5
1258.86      1263.07       4
1358.77      1363.01       5
612       5
384.46      394.68       6
460.97      470.43       5
491.44      503.81       2
571.33      578.48       4
632.87      639.51       6
671.08      682.94       2
739.77      752.32       5
783.60      793.70       8
817.54      821.06      10
904.57      908.52       8
996.91      1007.26       1
1068.61      1078.61       2
1094.95      1104.14       8
1161.97      1173.79       9
1234.86      1247.49       7
613       9
440.24      444.84      10
518.99      530.41       4
589.74      602.19       3
630.00      633.73       8
681.17      685.06       4
736.07      743.45       2
840.95      850.85      10
614       4
465.63      477.02       1
530.52      539.12       6
614.08      623.80       1
694.20      705.34       2
722.82      726.53       9
752.11      757.31       6
798.98      806.13       4
853.12      857.01       8
886.20      899.57       9
926.09      930.82      10
998.63      1003.30       9
615      10
377.06      390.50       7
427.69      438.25       1
488.76      500.94       8
581.61      594.23       9
685.31      700.36       7
743.07      753.32       1
774.36      785.13       2
616       6
402.17      406.18       8
430.75      439.97       2
480.75      486.00       3
492.08      506.19       7
603.39      607.67       8
680.83      685.24       4
739.81      751.17       1
831.68      841.59       2
914.79      921.35       4
927.28      938.21       1
948.34      963.33       3
1063.10      1077.58       9
617       5
372.60      382.53       6
436.67      443.02       7
501.95      515.99       3
563.63      576.76       4
638.73      645.85       6
655.67      662.40       4
736.60      743.49       9
779.57      784.24      10
855.60      869.64       5
618      10
362.61      376.60       5
421.45      433.02       8
454.38      462.96       2
482.76      487.78       3
561.84      575.63       9
632.04      643.47       8
696.38      700.51       4
779.42      786.85       9
884.22      888.72      10
965.10      976.75       2
1050.00      1053.56       9
619       5
384.19      398.45      10
466.20      481.05       6
490.15      494.75       8
512.42      524.51       9
566.24      580.48       3
657.12      663.08       6
680.10      684.14       8
726.56      734.78       2
770.73      777.58       4
835.22      842.59       6
879.04      885.16       7
923.74      938.51      10
961.29      972.71       2
1037.07      1040.27       9
1104.30      1109.13      10
620       2
415.63      420.28       3
490.72      505.33       7
517.24      528.99       4
560.80      570.79      10
641.35      649.52       1
689.05      699.90       7
786.41      796.15       2
888.35      900.77       6
951.77      958.25       4
1015.57      1029.52       3
1062.37      1067.33       2
1081.42      1089.92       8
1180.26      1184.25       3
1225.56      1231.98      10
1237.24      1244.31       3
1304.17      1317.33       1
621       3
365.80      371.22       6
453.26      466.72       2
528.61      539.64       7
562.17      574.76      10
663.05      666.77       8
675.99      680.06       7
622       1
450.78      461.43       2
528.41      539.75      10
622.01      625.35       8
725.20      729.91       6
777.86      790.77       2
844.59      857.64       5
948.98      953.36       4
1033.98      1038.36       5
623       1
445.49      455.68       7
462.49      471.93       2
547.71      552.97       3
592.54      607.45       9
704.44      711.90       4
789.15      801.49       7
624       9
475.52      489.75       5
496.29      507.64       7
579.26      583.85       8
627.89      632.51       6
638.96      643.55       8
734.33      738.22      10
759.99      769.96       2
868.87      878.36       1
958.23      969.94       9
1054.71      1061.42       4
1102.99      1115.73       3
1143.54      1156.48       1
1170.47      1181.22       2
1201.03      1209.81       8
1235.20      1239.06       4
625       2
422.93      427.45       3
454.48      468.50       9
565.77      577.74       8
631.07      635.05       4
694.75      700.96       6
734.57      739.62       3
626       8
473.90      478.03       6
572.17      581.24       1
680.43      688.20       5
786.47      796.31       6
827.70      831.66       8
627       1
476.03      488.18       9
508.21      513.42       6
608.91      620.42       2
633.30      646.63       5
675.44      686.02       8
724.46      736.85       1
744.16      753.92       6
803.14      808.70       9
827.46      832.01      10
881.73      885.68       8
893.66      905.90       5
924.78      935.45       6
981.43      988.23       4
1014.67      1021.14       9
1092.73      1096.83      10
1178.54      1185.32       3
1251.18      1256.44       2
628       1
383.90      393.99       2
469.60      473.41       9
507.98      511.62       2
532.24      538.88       4
584.73      599.36       3
699.35      712.21       1
717.80      725.36      10
750.43      756.97       3
824.71      832.12      10
894.84      905.79       4
982.97      995.13       7
629       7
406.50      417.61       5
479.32      487.97       3
503.21      516.48       1
569.86      580.82       7
658.04      662.24       8
667.99      671.64       3
753.75      768.01       1
787.81      798.74       7
825.99      838.69      10
929.00      933.55       9
1017.47      1032.74       3
1127.93      1135.38      10
1156.42      1160.38       8
1225.31      1237.06       5
1243.17      1252.79       6
1280.62      1289.07       1
1333.37      1344.15       8
630       9
434.28      445.63       1
451.31      462.71       2
513.46      517.28       9
523.70      527.80      10
581.64      593.07       2
603.20      612.50       7
707.11      720.12       3
815.77      828.92       7
877.22      890.32      10
985.88      990.49       9
1071.13      1074.86       2
1113.14      1118.46       3
1152.96      1166.75       4
631       8
394.98      399.31       3
484.09      489.11       2
498.04      512.35       5
559.04      569.63       8
659.73      663.81       4
751.28      758.10       9
856.53      861.35      10
888.19      892.56       9
985.15      990.70       6
1006.27      1012.09       3
1033.22      1046.54       7
1144.98      1155.62       1
1210.51      1221.66       7
632       1
453.86      463.68       6
477.53      483.35       7
519.86      525.34       6
583.71      592.22       1
643.94      651.90       5
714.74      727.03       2
633       5
438.42      451.12       7
473.16      485.85       4
559.38      572.47       7
606.67      616.28       2
640.36      645.23       3
695.49      700.45       6
787.08      801.10      10
821.36      825.13       8
880.52      891.67       5
969.50      977.88       3
999.09      1006.55      10
1062.45      1070.84       1
634       9
434.20      439.08      10
448.57      461.11       6
473.26      481.71       1
539.18      551.17       8
613.62      617.41       3
656.25      670.54       9
635       2
375.12      378.90       9
467.40      481.39       3
577.23      586.98       5
595.23      609.48       9
647.21      661.13       5
739.68      750.73       6
769.94      775.10       9
838.71      843.77       6
936.42      942.70       7
958.53      970.05       5
1066.43      1074.62       3
1101.36      1106.10       2
1129.39      1136.31       4
1208.45      1219.41      10
636      10
427.50      431.53       8
454.44      458.65       6
521.35      533.12       2
591.48      598.45       4
638.54      645.43       9
715.01      719.21      10
804.85      815.02       4
861.58      871.79       1
965.91      977.35       7
1043.38      1047.80       8
1077.70      1082.33       6
1137.63      1142.47       9
1197.10      1210.47       3
1264.78      1271.88      10
637       8
450.62      459.79       2
483.32      491.67       8
549.78      553.55       3
568.62      578.27       5
635.81      647.01       6
729.09      735.34       4
779.47      783.43       5
638       2
412.40      417.24       3
514.67      522.94       5
605.95      609.91       4
666.16      677.80       7
687.80      692.09       8
704.71      708.48       3
752.35      765.82       4
785.93      796.51      10
639       7
417.78      422.16       8
455.16      467.29       9
515.77      529.61       7
535.38      547.77       5
606.89      620.76       9
646.88      651.21      10
700.60      710.82       2
798.00      811.00       5
905.31      908.98       4
1001.08      1011.63      10
1027.21      1034.64       3
1123.25      1128.45       2
1227.94      1240.43       5
640       8
429.55      437.81       2
464.44      473.76       8
518.07      529.85       1
564.21      571.68      10
636.37      640.47       9
690.27      704.99       7
641       6
448.83      462.49       2
529.67      540.12      10
628.12      631.86       8
655.55      659.37       3
747.68      762.85       7
809.89      813.97       8
866.92      878.74       9
885.40      899.11       8
986.95      999.10       9
1023.14      1037.92       5
1060.27      1073.32       7
1097.55      1103.65       6
1184.27      1188.17       8
1256.59      1269.52       9
1367.31      1381.57       7
642       5
373.61      388.98       9
448.69      464.73       5
